Order Number,Purchase Confirmation Date
201707039017339,"20,170,703"
201707079303488,"20,170,711"
201707049116176,"20,170,704"
201707270235961,"20,170,728"
201707018885763,"20,170,701"
201707179789383,"20,170,725"
201707149687060,"20,170,719"
201707220009769,"20,170,726"
201707149667764,"20,170,718"
201707079253402,"20,170,719"
201707028976813,"20,170,702"
201707079262800,"20,170,712"
201707219968127,"20,170,721"
201708150869121,"20,170,819"
201708020450511,"20,170,802"
201708160885646,"20,170,823"
201708070632574,"20,170,814"
201708080661426,"20,170,808"
201708110763484,"20,170,813"
201708040517867,"20,170,811"
201708040551786,"20,170,804"
201708221040825,"20,170,822"
201708190961077,"20,170,819"
201708090702483,"20,170,814"
201708160894977,"20,170,825"
201708311240248,"20,170,906"
201708040541559,"20,170,804"
201708110761834,"20,170,811"
201708030489950,"20,170,809"
201708040552726,"20,170,815"
201708150859538,"20,170,815"
201708120785916,"20,170,817"
201708291196654,"20,170,829"
201708090707708,"20,170,809"
201708050574422,"20,170,805"
201708301221710,"20,170,830"
201708060591257,"20,170,810"
201708180945340,"20,170,818"
201708271160743,"20,170,827"
201708301218823,"20,170,830"
201708150873042,"20,170,820"
201708010412836,"20,170,801"
201708130826173,"20,170,813"
201708040521394,"20,170,809"
201708190965885,"20,170,819"
201708080671286,"20,170,808"
201708040531106,"20,170,816"
201708100729285,"20,170,810"
201708180934779,"20,170,822"
201708140836138,"20,170,814"
201708160906240,"20,170,816"
201708080654423,"20,170,808"
201708271162251,"20,170,827"
201708281180897,"20,170,828"
201708180940569,"20,170,818"
201708120803503,"20,170,812"
201708200985518,"20,170,820"
201708190962910,"20,170,819"
201708010431185,"20,170,803"
201708311239991,"20,170,831"
201708060588687,"20,170,806"
201708211004814,"20,170,821"
201708030501548,"20,170,803"
201708070617362,"20,170,807"
201708050569909,"20,170,805"
201708271151448,"20,170,827"
201708170925463,"20,170,823"
201709261760651,"20,171,003"
201709191660496,"20,170,919"
201709081428257,"20,170,908"
201709241729475,"20,170,926"
201709181630240,"20,170,926"
201709031296393,"20,170,903"
201709091466435,"20,170,920"
201709011275220,"20,170,907"
201709091464000,"20,170,915"
201709101485464,"20,170,910"
201709171619795,"20,170,927"
201709071414904,"20,170,914"
201709091465765,"20,170,914"
201709071416967,"20,170,913"
201709191661934,"20,170,919"
201709091466678,"20,170,914"
201709141564727,"20,170,916"
201709131535833,"20,170,927"
201709111499784,"20,170,920"
201709071422977,"20,170,913"
201709131545231,"20,170,913"
201709281808581,"20,171,005"
201709211691913,"20,170,921"
201709131544516,"20,170,923"
201709091471589,"20,170,916"
201709281809546,"20,170,928"
201709061390376,"20,170,913"
201709061400850,"20,170,906"
201709101487073,"20,170,910"
201709091470294,"20,170,911"
201709111499741,"20,170,916"
201709301845606,"20,171,007"
201709191647250,"20,170,919"
201709141571294,"20,170,920"
201709051371784,"20,170,916"
201709021278926,"20,170,909"
201709011271231,"20,170,901"
201709081432751,"20,170,915"
201709221705505,"20,170,925"
201709131540093,"20,170,920"
201709181628139,"20,170,926"
201709241736875,"20,170,930"
201709051374683,"20,170,907"
201709281800363,"20,171,004"
201709121517710,"20,170,926"
201709071402885,"20,170,909"
201709061390590,"20,170,913"
201710292251000,"20,171,101"
201710172101994,"20,171,023"
201710302260016,"20,171,103"
201710071934214,"20,171,007"
201709291828730,"20,171,006"
201710122023100,"20,171,016"
201710071942211,"20,171,011"
201710122026986,"20,171,018"
201710282246806,"20,171,028"
201710061923223,"20,171,010"
201710212147410,"20,171,025"
201710242190674,"20,171,024"
201710312275442,"20,171,031"
201710152061779,"20,171,020"
201710292256695,"20,171,104"
201710021861724,"20,171,010"
201710232176986,"20,171,026"
201710242186869,"20,171,025"
201710252201007,"20,171,101"
201710021866122,"20,171,017"
201710132043806,"20,171,013"
201710212157539,"20,171,026"
201710122014730,"20,171,017"
201710061924003,"20,171,006"
201710091970060,"20,171,018"
201710162073769,"20,171,020"
201710172095187,"20,171,017"
201710031878389,"20,171,011"
201710122019385,"20,171,018"
201710071942321,"20,171,013"
201707059151696,"20,170,712"
201707189850959,"20,170,725"
201707290297867,"20,170,803"
201707049093028,"20,170,718"
201707230056506,"20,170,723"
201707300325092,"20,170,730"
201707179802006,"20,170,717"
201707310395754,"20,170,801"
201707079293830,"20,170,711"
201707300330406,"20,170,805"
201707129592988,"20,170,719"
201707099384888,"20,170,714"
201707069194760,"20,170,712"
201707139603700,"20,170,713"
201707069247010,"20,170,706"
201707179796844,"20,170,717"
201707059145518,"20,170,707"
201707270240002,"20,170,805"
201707280258579,"20,170,803"
201707270201149,"20,170,727"
201707039027779,"20,170,703"
201707300333862,"20,170,730"
201707169759825,"20,170,716"
201706308832578,"20,170,708"
201707069200155,"20,170,706"
201707028938275,"20,170,702"
201707079305231,"20,170,707"
201707219977229,"20,170,721"
201707059169314,"20,170,715"
201707049092290,"20,170,726"
201707169768388,"20,170,725"
201707149673560,"20,170,714"
201707270235722,"20,170,802"
201706298796768,"20,170,712"
201707300341251,"20,170,730"
201707109425925,"20,170,710"
201707149669651,"20,170,718"
201707129574071,"20,170,713"
201707039069231,"20,170,703"
201707049130267,"20,170,704"
201707220014081,"20,170,728"
201707220012610,"20,170,722"
201707109433244,"20,170,710"
201707189865172,"20,170,718"
201707018902677,"20,170,708"
201707199901254,"20,170,719"
201707250129164,"20,170,725"
201706298790782,"20,170,705"
201707089363976,"20,170,713"
201707280277349,"20,170,728"
201707270224343,"20,170,804"
201707069214628,"20,170,714"
201708020438613,"20,170,808"
201708150856893,"20,170,815"
201708010415303,"20,170,808"
201708120789455,"20,170,812"
201708231060285,"20,170,830"
201708120800312,"20,170,813"
201708120797168,"20,170,812"
201708241088809,"20,170,901"
201708070625637,"20,170,807"
201708080660214,"20,170,808"
201708060593852,"20,170,815"
201708030496283,"20,170,803"
201708291190180,"20,170,905"
201708040547949,"20,170,821"
201708070618960,"20,170,809"
201708190972227,"20,170,819"
201708170916256,"20,170,823"
201708020458768,"20,170,810"
201708070642797,"20,170,816"
201708030497391,"20,170,803"
201708090707913,"20,170,809"
201708200976352,"20,170,820"
201708251117146,"20,170,825"
201708211008608,"20,170,821"
201708261133106,"20,170,826"
201708130819907,"20,170,813"
201708150862964,"20,170,821"
201708080669405,"20,170,808"
201708080670878,"20,170,808"
201708221034626,"20,170,829"
201708130806279,"20,170,813"
201708070630830,"20,170,807"
201708080669594,"20,170,817"
201708261133192,"20,170,826"
201708020439418,"20,170,802"
201708281170333,"20,170,828"
201708160899369,"20,170,816"
201708140850199,"20,170,814"
201708261128455,"20,170,826"
201708311244697,"20,170,831"
201708160888753,"20,170,816"
201708050555892,"20,170,805"
201708190957125,"20,170,824"
201708211004019,"20,170,821"
201708221054344,"20,170,822"
201708241092143,"20,170,824"
201708020461494,"20,170,802"
201708311245323,"20,170,904"
201708231060508,"20,170,823"
201708120779912,"20,170,816"
201708261134353,"20,170,826"
201709081431536,"20,170,914"
201709251751838,"20,170,925"
201709181643026,"20,170,918"
201709191646337,"20,170,922"
201709221700382,"20,170,927"
201709141563433,"20,170,920"
201709041333168,"20,170,904"
201709211690958,"20,170,929"
201709111505834,"20,170,913"
201709061393598,"20,170,906"
201709031311237,"20,170,903"
201709041333718,"20,170,912"
201709261764943,"20,170,926"
201709041342633,"20,170,913"
201709141566180,"20,170,920"
201709061390594,"20,170,913"
201709101482783,"20,170,910"
201709091470821,"20,170,909"
201709201666141,"20,170,927"
201709091466925,"20,170,913"
201709111495961,"20,170,913"
201709241729773,"20,170,924"
201709271793825,"20,171,004"
201709281810692,"20,171,002"
201709011262641,"20,170,901"
201709131545198,"20,170,920"
201709101490543,"20,170,920"
201709131541827,"20,170,921"
201709201675568,"20,170,928"
201709091464755,"20,170,909"
201709051369202,"20,170,913"
201709261764039,"20,170,930"
201709091473006,"20,170,916"
201709291825978,"20,170,929"
201709181630790,"20,170,926"
201709061396937,"20,170,920"
201709091471432,"20,170,915"
201709291823430,"20,170,929"
201709141569212,"20,170,919"
201709071415904,"20,170,917"
201709071420614,"20,170,916"
201709091474034,"20,170,909"
201709281804010,"20,171,005"
201709061395290,"20,170,906"
201709061393424,"20,170,914"
201709061385150,"20,170,906"
201709051366144,"20,170,907"
201709251749743,"20,170,925"
201709241727665,"20,170,924"
201709051367921,"20,170,913"
201709221705957,"20,171,003"
201709141563049,"20,170,914"
201710061926749,"20,171,011"
201710252204953,"20,171,101"
201710132033996,"20,171,021"
201710091970790,"20,171,014"
201710011852132,"20,171,001"
201710192128062,"20,171,026"
201710262221780,"20,171,102"
201710202139543,"20,171,027"
201710242191543,"20,171,024"
201710112006872,"20,171,018"
201710101996031,"20,171,018"
201710031874065,"20,171,003"
201710182110847,"20,171,026"
201710132045892,"20,171,020"
201710262213497,"20,171,102"
201709291818958,"20,171,009"
201710212157970,"20,171,027"
201710142049714,"20,171,019"
201710132032706,"20,171,013"
201710041896933,"20,171,011"
201710021861080,"20,171,002"
201710182106895,"20,171,018"
201710272227936,"20,171,102"
201710222160104,"20,171,022"
201710252203386,"20,171,025"
201710232180148,"20,171,028"
201710242187290,"20,171,031"
201710031873994,"20,171,003"
201710272234767,"20,171,107"
201707189839876,"20,170,722"
201707018893242,"20,170,701"
201707280247892,"20,170,731"
201707179786975,"20,170,717"
201707260151886,"20,170,730"
201707219964646,"20,170,721"
201707270220650,"20,170,727"
201707109450845,"20,170,710"
201707109435240,"20,170,710"
201707139613508,"20,170,715"
201707109450824,"20,170,713"
201707109436256,"20,170,719"
201707099405416,"20,170,714"
201707049135653,"20,170,704"
201707089328049,"20,170,708"
201707280283360,"20,170,728"
201707089332871,"20,170,713"
201707079292652,"20,170,707"
201707219982003,"20,170,722"
201707209939305,"20,170,727"
201707079281837,"20,170,715"
201707079252362,"20,170,712"
201707079278479,"20,170,711"
201707230053686,"20,170,723"
201707099412926,"20,170,709"
201707049118321,"20,170,704"
201707219985391,"20,170,721"
201707270222282,"20,170,727"
201707189824143,"20,170,718"
201707270211532,"20,170,727"
201707179806892,"20,170,717"
201707179793899,"20,170,717"
201707119501399,"20,170,719"
201707089350667,"20,170,720"
201707149683273,"20,170,714"
201707099412444,"20,170,711"
201707028955064,"20,170,708"
201707219991543,"20,170,721"
201707199876710,"20,170,719"
201707089319036,"20,170,708"
201707260164079,"20,170,726"
201707300333142,"20,170,730"
201707119530451,"20,170,713"
201707109479270,"20,170,710"
201707039069060,"20,170,710"
201706288723943,"20,170,707"
201707079285460,"20,170,715"
201707280273328,"20,170,728"
201707169772059,"20,170,716"
201707028979494,"20,170,710"
201707059169411,"20,170,705"
201707310374476,"20,170,805"
201707179814849,"20,170,717"
201707119489363,"20,170,713"
201708090681814,"20,170,813"
201708281163347,"20,170,830"
201708010423434,"20,170,803"
201708100726393,"20,170,813"
201708150871280,"20,170,815"
201708211007305,"20,170,821"
201708271146551,"20,170,901"
201708190962370,"20,170,820"
201708311255937,"20,170,831"
201708180948065,"20,170,824"
201708110748979,"20,170,811"
201708040526021,"20,170,804"
201708040541064,"20,170,804"
201708231071549,"20,170,823"
201708221036133,"20,170,822"
201708100727377,"20,170,816"
201708100735781,"20,170,813"
201708010408673,"20,170,810"
201708070625576,"20,170,807"
201708040540739,"20,170,804"
201708241092118,"20,170,830"
201708080669480,"20,170,808"
201708130807868,"20,170,813"
201708050557761,"20,170,805"
201708200987658,"20,170,820"
201708020460560,"20,170,808"
201708080664480,"20,170,808"
201708120791900,"20,170,812"
201708211000228,"20,170,823"
201708160883870,"20,170,825"
201708030516760,"20,170,803"
201708231070466,"20,170,823"
201708110747125,"20,170,811"
201708080671662,"20,170,814"
201708271159562,"20,170,827"
201708301214456,"20,170,830"
201708140851935,"20,170,814"
201708010423811,"20,170,801"
201708050568007,"20,170,805"
201708050572196,"20,170,805"
201708271154049,"20,170,827"
201708291186555,"20,170,829"
201708311237612,"20,170,831"
201708080674039,"20,170,808"
201708120785628,"20,170,812"
201708140834210,"20,170,815"
201708291194196,"20,170,829"
201708100739263,"20,170,810"
201708160901148,"20,170,823"
201708080657375,"20,170,811"
201708020460924,"20,170,802"
201709021291912,"20,170,911"
201709271792523,"20,171,004"
201709211692403,"20,170,926"
201709301835466,"20,170,930"
201709021293676,"20,170,902"
201709181631503,"20,170,921"
201709101483815,"20,170,919"
201709091467967,"20,170,920"
201709201675684,"20,170,926"
201709281809581,"20,171,001"
201709181641460,"20,170,918"
201709271789432,"20,170,927"
201709191656119,"20,170,927"
201709041322927,"20,170,912"
201709301837167,"20,170,930"
201709091465968,"20,170,914"
201709181634411,"20,170,922"
201709201665279,"20,170,920"
201709121523638,"20,170,912"
201709201675765,"20,170,927"
201709131542126,"20,170,919"
201709241736259,"20,170,924"
201709051363874,"20,170,913"
201709111508872,"20,170,920"
201709091467137,"20,170,920"
201709021276339,"20,170,909"
201709131541233,"20,170,913"
201709301837164,"20,170,930"
201709251743773,"20,170,930"
201709181630256,"20,170,927"
201709291824684,"20,171,011"
201709041318177,"20,170,904"
201709051376129,"20,170,912"
201709281810936,"20,171,007"
201709121528970,"20,170,918"
201709271790108,"20,170,927"
201709201679481,"20,170,927"
201709191647876,"20,170,919"
201709241733935,"20,170,930"
201709211686771,"20,170,921"
201709031303080,"20,170,913"
201709241733683,"20,170,924"
201709041333618,"20,170,904"
201709181635415,"20,170,920"
201709121519480,"20,170,918"
201709061394604,"20,170,914"
201709271790722,"20,171,004"
201709061380180,"20,170,913"
201709271784828,"20,170,927"
201710021862020,"20,171,002"
201710031877723,"20,171,008"
201710051902801,"20,171,013"
201710041896746,"20,171,011"
201710091971823,"20,171,018"
201710081948018,"20,171,102"
201710242183026,"20,171,031"
201710162074431,"20,171,024"
201710172092701,"20,171,017"
201710051906068,"20,171,005"
201710222163104,"20,171,030"
201710212147190,"20,171,027"
201710112013751,"20,171,017"
201710202146011,"20,171,020"
201710192127991,"20,171,019"
201710202143778,"20,171,020"
201710222159855,"20,171,022"
201710162075936,"20,171,017"
201710272232562,"20,171,027"
201710101979247,"20,171,017"
201710122016539,"20,171,012"
201710122023447,"20,171,015"
201710051907536,"20,171,005"
201710091969003,"20,171,018"
201710302267859,"20,171,030"
201710091968314,"20,171,009"
201710272231380,"20,171,107"
201710011856088,"20,171,001"
201710061919726,"20,171,011"
201710192122409,"20,171,025"
201710132032985,"20,171,017"
201710051915378,"20,171,020"
201710061919408,"20,171,006"
201710112002549,"20,171,018"
201710142057852,"20,171,021"
201710262214649,"20,171,101"
201710142058989,"20,171,014"
201710142052942,"20,171,014"
201710031884882,"20,171,011"
201710071939188,"20,171,014"
201710202137519,"20,171,026"
201710202142900,"20,171,020"
201710081952717,"20,171,008"
201710202146399,"20,171,027"
201710122020632,"20,171,024"
201710262220981,"20,171,026"
201710262214129,"20,171,027"
201710051916780,"20,171,005"
201710192126547,"20,171,026"
201711162517618,"20,171,129"
201711232606740,"20,171,130"
201711162522547,"20,171,127"
201711202558565,"20,171,129"
201711072375248,"20,171,107"
201711302690710,"20,171,207"
201711212577851,"20,171,125"
201711102424366,"20,171,118"
201711112450303,"20,171,129"
201711082392709,"20,171,114"
201711242615740,"20,171,127"
201711122457359,"20,171,129"
201711142490265,"20,171,114"
201711112444661,"20,171,116"
201711082400854,"20,171,115"
201711012286913,"20,171,101"
201711012285598,"20,171,101"
201711172534866,"20,171,124"
201711282660557,"20,171,206"
201711042341625,"20,171,104"
201711042338170,"20,171,104"
201711302686906,"20,171,130"
201711072383921,"20,171,107"
201711162515206,"20,171,116"
201711232601000,"20,171,124"
201711262640693,"20,171,126"
201711182542172,"20,171,122"
201711052348319,"20,171,105"
201711062367614,"20,171,108"
201711052354938,"20,171,108"
201711022316301,"20,171,108"
201711122455447,"20,171,112"
201711082394997,"20,171,115"
201711102427157,"20,171,117"
201711282659655,"20,171,207"
201711102419878,"20,171,116"
201711152502358,"20,171,206"
201711292674785,"20,171,206"
201711082400789,"20,171,115"
201711062361493,"20,171,114"
201711172529217,"20,171,125"
201711122459335,"20,171,112"
201711012291334,"20,171,103"
201711062363068,"20,171,115"
201711162514958,"20,171,122"
201711132465584,"20,171,123"
201711222587317,"20,171,125"
201711132477616,"20,171,113"
201711252629698,"20,171,130"
201711012287429,"20,171,108"
201711082399709,"20,171,118"
201712072779664,"20,171,207"
201712042742367,"20,171,212"
201712032726019,"20,171,203"
201712032724760,"20,171,203"
201712072775714,"20,171,207"
201712072785896,"20,171,212"
201712042736035,"20,171,206"
201712052750555,"20,171,209"
201712022719361,"20,171,209"
201712022709745,"20,171,202"
201711302697289,"20,171,207"
201712092803924,"20,171,209"
201712032721504,"20,171,203"
201712052755358,"20,171,205"
201712042730553,"20,171,204"
201712012708174,"20,171,206"
201712032727432,"20,171,203"
201712032722689,"20,171,203"
201712122851416,"20,171,212"
201712042735548,"20,171,204"
201712072775224,"20,171,207"
201712022718306,"20,171,202"
201712072773995,"20,171,207"
201712032722535,"20,171,206"
201712082798188,"20,171,212"
201712052758999,"20,171,212"
201712052751325,"20,171,212"
201712092803948,"20,171,209"
201711302697204,"20,171,203"
201712122848729,"20,171,212"
201712042736817,"20,171,207"
201712092808371,"20,171,209"
201712022712894,"20,171,202"
201712112821388,"20,171,211"
201712012708528,"20,171,201"
201712042735524,"20,171,212"
201712042739606,"20,171,204"
201712122847049,"20,171,212"
201712012699144,"20,171,212"
201712072774753,"20,171,207"
201712122855343,"20,171,212"
201712082788928,"20,171,208"
201712072776982,"20,171,207"
201712042739418,"20,171,212"
201712112820740,"20,171,211"
201712042733688,"20,171,204"
201712042738771,"20,171,204"
201707049116832,"20,170,704"
201707119490445,"20,170,711"
201707119504944,"20,170,711"
201707310368466,"20,170,731"
201707230036611,"20,170,723"
201707109449498,"20,170,710"
201707149695450,"20,170,714"
201707229997545,"20,170,722"
201707219970085,"20,170,727"
201706228437985,"20,170,711"
201707310372150,"20,170,805"
201707270214459,"20,170,802"
201707069227985,"20,170,706"
201707139643500,"20,170,714"
201707039068986,"20,170,703"
201707039047752,"20,170,709"
201707169756800,"20,170,725"
201707099406704,"20,170,719"
201707109450395,"20,170,710"
201707300333956,"20,170,809"
201707139608014,"20,170,713"
201707310392762,"20,170,731"
201707129550985,"20,170,712"
201707159739048,"20,170,715"
201707089366424,"20,170,709"
201707199892262,"20,170,719"
201707069245782,"20,170,706"
201707049081376,"20,170,704"
201707250125209,"20,170,725"
201707280276245,"20,170,804"
201707169769169,"20,170,722"
201707109423050,"20,170,714"
201707229995265,"20,170,722"
201707109437602,"20,170,715"
201707280275068,"20,170,728"
201707139643625,"20,170,713"
201707018923432,"20,170,701"
201707109469371,"20,170,713"
201707109452116,"20,170,714"
201707129546670,"20,170,712"
201707159724073,"20,170,715"
201707250113300,"20,170,727"
201707280260992,"20,170,804"
201707089368880,"20,170,708"
201707220024162,"20,170,729"
201707018915800,"20,170,704"
201707099421212,"20,170,709"
201707089362344,"20,170,708"
201707069213753,"20,170,714"
201707209930208,"20,170,725"
201707028972145,"20,170,702"
201707240063097,"20,170,724"
201707199906330,"20,170,725"
201706288738893,"20,170,702"
201708170920953,"20,170,824"
201708221043780,"20,170,829"
201708110759515,"20,170,814"
201708110771295,"20,170,819"
201708170922585,"20,170,823"
201708291201743,"20,170,829"
201708170924425,"20,170,817"
201708110772363,"20,170,811"
201708150877741,"20,170,815"
201708020460231,"20,170,802"
201708160900386,"20,170,816"
201708251116284,"20,170,905"
201708090702534,"20,170,809"
201708040519300,"20,170,804"
201708311237802,"20,170,831"
201708241098767,"20,170,831"
201708070641353,"20,170,807"
201708271162304,"20,170,901"
201708140854341,"20,170,814"
201708080648817,"20,170,812"
201708251111975,"20,170,825"
201708200988495,"20,170,821"
201708070611447,"20,170,807"
201708100725290,"20,170,810"
201708291195238,"20,170,829"
201708070622148,"20,170,812"
201708160905402,"20,170,816"
201708020458533,"20,170,810"
201708301213292,"20,170,830"
201708010430026,"20,170,804"
201708311246498,"20,170,831"
201708110771251,"20,170,823"
201708261140320,"20,170,904"
201708251112661,"20,170,825"
201708050578469,"20,170,805"
201708100718112,"20,170,814"
201708040549680,"20,170,804"
201708190960305,"20,170,819"
201708120788033,"20,170,812"
201708110762753,"20,170,811"
201708140851262,"20,170,814"
201708291203599,"20,170,829"
201708030495919,"20,170,803"
201708311237730,"20,170,831"
201708221041435,"20,170,822"
201708291195826,"20,170,906"
201708010428936,"20,170,801"
201708120802238,"20,170,812"
201708120790621,"20,170,812"
201708140846064,"20,170,814"
201708140849232,"20,170,822"
201708010401531,"20,170,801"
201708211006243,"20,170,821"
201707270205536,"20,170,804"
201709031307134,"20,170,905"
201709171622763,"20,170,920"
201709071414001,"20,170,910"
201709261772537,"20,170,929"
201709211687968,"20,170,925"
201709051353134,"20,170,913"
201709291825768,"20,171,007"
201709211691838,"20,170,925"
201709041333052,"20,170,912"
201709041315196,"20,170,904"
201709221702870,"20,170,928"
201709171619056,"20,170,920"
201709021280825,"20,170,902"
201709281803553,"20,170,928"
201709071415824,"20,170,907"
201709051362433,"20,170,913"
201709061390436,"20,170,906"
201709041329551,"20,170,929"
201709301838080,"20,171,005"
201709051357043,"20,170,905"
201709071409052,"20,170,916"
201709191646814,"20,170,926"
201709281813968,"20,171,005"
201709081437808,"20,170,908"
201709181624953,"20,170,918"
201709211692183,"20,170,921"
201709121516953,"20,170,916"
201709021293615,"20,170,928"
201709181626368,"20,170,918"
201709071416731,"20,170,907"
201709051375422,"20,170,913"
201709101482925,"20,170,920"
201709211690347,"20,170,927"
201709251752699,"20,170,925"
201709171610863,"20,170,923"
201709091467290,"20,170,916"
201709201679103,"20,170,920"
201709071420386,"20,170,907"
201709121529157,"20,170,915"
201709021279145,"20,170,907"
201709141558372,"20,170,916"
201709261768215,"20,170,926"
201709261761984,"20,170,926"
201709041320062,"20,170,912"
201708311237080,"20,170,908"
201709301838989,"20,171,005"
201709191661332,"20,170,928"
201709291822840,"20,171,006"
201709211692729,"20,170,924"
201709081440354,"20,170,919"
201709241733105,"20,171,004"
201710091970258,"20,171,018"
201710011856145,"20,171,007"
201710172099909,"20,171,031"
201710021864267,"20,171,002"
201710011850717,"20,171,006"
201710011848245,"20,171,001"
201710152061460,"20,171,017"
201710182106171,"20,171,025"
201710041886655,"20,171,021"
201710182103874,"20,171,018"
201710292255657,"20,171,103"
201710041885814,"20,171,013"
201710041898627,"20,171,011"
201710091970001,"20,171,018"
201710272228159,"20,171,027"
201710292256041,"20,171,104"
201710232169182,"20,171,023"
201710172100385,"20,171,017"
201710242183714,"20,171,031"
201710162070897,"20,171,103"
201710122021257,"20,171,017"
201710242188510,"20,171,101"
201710232180454,"20,171,028"
201710182108823,"20,171,024"
201710101993404,"20,171,019"
201710242190733,"20,171,024"
201707099394075,"20,170,712"
201707260154804,"20,170,802"
201707089334340,"20,170,708"
201707069209070,"20,170,706"
201707109479815,"20,170,711"
201707199888871,"20,170,719"
201707270206456,"20,170,727"
201707039037309,"20,170,703"
201707028965766,"20,170,702"
201707129561111,"20,170,714"
201707240076838,"20,170,729"
201707219971853,"20,170,728"
201707089374286,"20,170,708"
201707139638194,"20,170,713"
201707280283699,"20,170,728"
201707139635122,"20,170,716"
201707059170709,"20,170,719"
201707109482492,"20,170,719"
201707079268743,"20,170,707"
201707220016294,"20,170,722"
201707099413142,"20,170,709"
201707049122679,"20,170,712"
201707018899976,"20,170,711"
201707240061837,"20,170,801"
201706298773302,"20,170,707"
201707280274889,"20,170,728"
201707300338861,"20,170,730"
201707049128775,"20,170,704"
201707049137095,"20,170,704"
201707099393113,"20,170,711"
201707089359317,"20,170,818"
201707119528977,"20,170,711"
201707219960583,"20,170,721"
201707089359423,"20,170,708"
201707240076664,"20,170,724"
201707300332910,"20,170,730"
201707109459749,"20,170,713"
201707049100957,"20,170,712"
201707189858376,"20,170,718"
201707280249914,"20,170,805"
201707028985166,"20,170,711"
201707270220461,"20,170,802"
201707209941676,"20,170,720"
201707109438870,"20,170,713"
201707300329176,"20,170,730"
201707069201209,"20,170,710"
201707089343544,"20,170,708"
201707079265653,"20,170,712"
201707189850856,"20,170,726"
201707129549660,"20,170,712"
201707119514389,"20,170,711"
201707069195645,"20,170,706"
201708281163144,"20,170,908"
201708251106044,"20,170,825"
201708090695150,"20,170,809"
201708170914553,"20,170,823"
201708231074609,"20,170,830"
201708130810717,"20,170,813"
201708100735501,"20,170,810"
201708050562458,"20,170,811"
201708150873055,"20,170,815"
201708160890154,"20,170,816"
201708020477651,"20,170,803"
201708251122315,"20,170,907"
201708040517214,"20,170,810"
201708060597275,"20,170,816"
201708211020874,"20,170,821"
201708140853024,"20,170,814"
201708010416474,"20,170,809"
201708070647027,"20,170,808"
201708200979773,"20,170,820"
201708050554793,"20,170,808"
201708020470739,"20,170,807"
201708301229877,"20,170,830"
201708030495203,"20,170,803"
201708150870092,"20,170,815"
201708140844193,"20,170,819"
201708160904632,"20,170,816"
201708120787476,"20,170,812"
201708110761709,"20,170,811"
201708170910704,"20,170,817"
201708160901810,"20,170,816"
201708271159146,"20,170,905"
201708140843006,"20,170,814"
201708311237528,"20,170,914"
201708050563268,"20,170,805"
201708150869054,"20,170,823"
201708080677098,"20,170,808"
201708100721802,"20,170,810"
201708311245930,"20,170,831"
201708100734917,"20,170,810"
201708110766971,"20,170,816"
201708221045018,"20,170,822"
201708070611682,"20,170,807"
201708020460805,"20,170,802"
201708170915028,"20,170,817"
201708150879032,"20,170,815"
201708150860756,"20,170,815"
201708150859769,"20,170,815"
201708030494802,"20,170,803"
201708160885269,"20,170,816"
201708180951650,"20,170,818"
201708090698823,"20,170,822"
201709051373521,"20,170,905"
201709131545909,"20,170,913"
201709281805257,"20,170,928"
201709121533178,"20,170,912"
201709051358138,"20,170,905"
201709011270624,"20,170,909"
201709111506960,"20,170,911"
201709131553148,"20,170,913"
201709031303457,"20,170,909"
201709111512997,"20,170,916"
201709021287920,"20,170,909"
201709221703144,"20,170,928"
201709281807456,"20,171,002"
201709301841389,"20,170,930"
201709261769410,"20,171,004"
201709261763725,"20,170,926"
201709181632592,"20,170,918"
201709141563411,"20,170,915"
201709021288488,"20,170,907"
201709271778539,"20,171,003"
201709111494869,"20,170,919"
201709171616113,"20,170,917"
201709131553101,"20,170,923"
201709061390996,"20,170,920"
201709041334810,"20,170,913"
201709251742083,"20,170,927"
201709011268174,"20,170,903"
201709211686403,"20,170,921"
201709011273547,"20,170,907"
201709121522636,"20,170,919"
201709061390097,"20,170,906"
201709091471909,"20,170,915"
201709221705022,"20,170,922"
201709111507535,"20,170,919"
201709041338418,"20,170,907"
201709251745664,"20,170,930"
201709241738948,"20,170,927"
201709231724228,"20,170,930"
201709241730668,"20,170,924"
201709231718423,"20,170,926"
201709261768707,"20,170,930"
201709081435847,"20,170,912"
201709121522887,"20,170,915"
201709301846872,"20,171,009"
201709081435158,"20,170,914"
201709011257547,"20,170,906"
201709071419761,"20,170,913"
201710122016329,"20,171,019"
201710202142424,"20,171,026"
201710252208999,"20,171,029"
201710011853570,"20,171,001"
201710262222887,"20,171,104"
201710101988465,"20,171,023"
201710091958445,"20,171,017"
201710051912559,"20,171,011"
201710312273141,"20,171,108"
201710051910126,"20,171,010"
201710292253976,"20,171,104"
201710112013972,"20,171,011"
201710202133632,"20,171,020"
201710101996205,"20,171,011"
201710262215873,"20,171,028"
201710051911062,"20,171,011"
201710172091667,"20,171,017"
201710232168547,"20,171,027"
201710252204753,"20,171,101"
201710081951088,"20,171,008"
201710272233481,"20,171,027"
201710132042562,"20,171,018"
201710091968653,"20,171,014"
201710112013264,"20,171,018"
201710242187746,"20,171,025"
201710031878689,"20,171,003"
201710112007549,"20,171,011"
201710132043877,"20,171,013"
201710272225770,"20,171,104"
201710232172999,"20,171,030"
201710262220635,"20,171,027"
201710312274582,"20,171,031"
201710101980899,"20,171,010"
201710112007784,"20,171,019"
